BookId,Name,Author,Type,IsCompleted,Popularity,Intro
18415231001177104,帝门歌—我花开后百花杀原著,锦凰,古代言情,已完结,172.7万,“天家儿郎，凭我挑选，便是当着陛下的面，此话我亦敢言。”\n她高贵、冷艳、睥睨众生，世间无一人一事能令她动容。\n直到她遇见了那一杯顶级雨前龙井。\n他为贪腐尚书屈膝求情：“罪不祸及妻儿。”\n百官感念：太子仁善。\n只有她知，罪是他揭露，尚书之位是他的人接手。\n他为疑似谋逆亲王奔走：“二哥孝悌，孤不信他大逆不道。”\n宗亲盛赞：太子重情。\n只有她知，谋逆是他策划，奔走是善后，让铁证如山，让旁人背锅。\n他为病倒陛下亲尝汤药，侍孝榻前：“父皇一日不愈，我便一日不食。”\n百姓动容：太子孝义。\n只有她知，毒是他所下，亲尝汤药，是让陛下没那么早醒来……\n他对她温和又无害：“喀喀喀……羲和，我虽体弱，凡你所需，我都能悉数捧于你。”\n“……”体弱？他定然不知她亲眼目睹他一剑取三人首级，“别装了，太子殿下。”\n他收敛病弱之态，眸光幽深灼灼逼人：“无妨你有多少选择，最终只能是我。”\n本文又名《东宫夫妇拿反剧本》，《太子殿下日常茶里茶气》
25557216509582604,夫人救命，将军又有麻烦了,桑家静,古代言情,连载中,144.11万,土木工程学专家郑曲尺意外穿越到古代，还成为了木匠家女扮男装的丑老二。\n\n　　刚醒来就被抓壮丁：官府强行征集全县工匠去修筑军事营地？\n\n　　房舍、羊马圈、仓房这些他们还行，可修河渠、峰火台、组建各类器械……乡下工匠都懵了，俺们也不会啊！\n\n　　郑曲尺：咦，这不就专业对上口了。\n\n　　*\n\n　　郑曲尺发现大邺国真正懂技术的匠师很少，从基础到军事，全靠国外输入。\n\n　　若非还有一个煞神般的宇文大将军坐镇，早被敌国瓜分侵占了。\n\n　　宇文晟以为郑曲尺只是个小木匠，后来，双双掉马，他骄傲目睹，她以一人之力，挑战了七国顶尖建筑师、造船师、造车师……完胜而归。\n\n　　——夫人，大军压境，我站于你所砌筑的堡垒之上，替你征战赴难，为你慷慨捐躯又何妨？\n\n　　——那在你的身后，一定有我和我打造的军事大国，替你摇旗呐喊，助你所向披靡。
21812505908073404,光阴之外,耳根,仙侠,连载中,345.6万,天地是万物众生的客舍，光阴是古往今来的过客。\n死生的差异，就好像梦与醒的不同，纷纭变换，不可究诘。\n那么超越了生死，超脱了天地，在光阴之外，等待我们的是什么？\n\n这是耳根继《仙逆》《求魔》《我欲封天》《一念永恒》《三寸人间》后，创作的第六部长篇小说《光阴之外》
25098840009347704,年代空间：带着百亿物资撩竹马,岁潇,现代言情,连载中,192.23万,末世大女主林念禾，自带顶级空间，怒囤百亿物资后，却穿越了！\n　　第一天，撕逼大战拉开帷幕；\n　　第二天，生产队内卷大赛火热进行；\n　　第三天……\n　　林念禾：“同志们好励志！”\n　　众人苦不堪言：“卷王你别熬鸡汤。”\n　　林念禾：“婶子们好可爱！”\n　　生产队众婶子心碎成渣：“小林全家的心眼都长她一个人身上咯。”\n　　林念禾吃瓜虐渣抖脚脚，把她的新剧本演得风生水起。\n　　物资置换，小金库日益丰厚；\n　　因材施教，学生考试全双百！\n　　林念禾左手搞教育、右手推经济，星火之辉点燃黑夜。\n　　-\n　　苏昀承第一次被问起何时与林念禾喜结连理时，他说：“容我先得到岳父岳母的认可。”\n　　苏昀承第二次被问及何时能吃到他们的喜糖时，他答：“待我攻略掉她的十几位兄弟姐妹。”\n　　苏昀承第三次被质问他与林念禾的感情进展时，他回：“感情稳定，但全村老少三百口都试图和我抢人。”\n　　转过身，男人委屈巴巴的去找自己那娇软的小青梅：“禾禾，什么时候给我名分？”\n　　林念禾随口应答：“等我把这批学校建完的吧。”\n　　次日，林念禾发现她选定的几处校址已经连夜开工！\n　　【社牛·撩不自知·娇气包×腹黑·自我攻略·大狼狗】
26763460001204604,80年代剽悍土著女,程嘉喜,现代言情,连载中,123万,混横出名的村姑方媛嫁给了上大学的陆川。\n方媛是浑人，陆川是学问人。放到一块除了火花，还能有不一样的花火。\n别人是媳妇绕着公婆转，方媛是公婆绕着儿媳妇转，带领一家子过的红红火火，同抢了自己前未婚夫的重生女活成了对照组。
25250573709289004,快穿世界吃瓜第一线,琪琪家的猫,现代言情,连载中,241.52万,为每个不得志的女配，完成他们的心愿。\n赚取积分，完成自己的心愿。\n谁说女配就一定要成为垫脚石？\n女配可以不成为一个女主，但是可以安静的在边上吃瓜。
25051805301405204,位面商城：我靠囤货成了团宠,雨辰震震,古代言情,连载中,95.78万,【美食+种田+天灾+基建+系统+多位面+言情】\n 坐拥亿万家产，卷了一辈子站上人生巅峰的程溪还没来得及躺平就穿越了。\n 家无米粮，天才夫君卧病在床，仕途尽毁。\n 不怕不怕，她有别墅空间，立志要过上享受美食的咸鱼生活。\n ......等等，小夫君的气势是不是有点不对劲儿？\n *\n 沈星罗前世拖着残躯以天下为棋，凭无双智谋收获心腹，引多方忌惮。\n 一朝被天降流行砸中重生少年时，即将面临百年难遇的雪灾。\n 脑子里还多了个每天都在催他还债的位面商人系统。\n ......嗯？他早逝的小妻子怎么还在？\n *\n        一句话简介：这是个卷王遇卷王斗智斗勇后发现弄不死对方立志要卷死所有人（bushi）的故事。\n \n食用指南：\n 1.女主怼天怼地怼空气男主阴晴不定病娇蔫坏都不是什么好人系列；\n 2.以古代美食基建为主，穿插多位面练级为辅；\n 3.涉及位面：末世，武侠，现代，星际，修仙等。
24123113709330504,只对你服软,圆子儿,现代言情,连载中,135.86万,简介一：\n陈宴作为陈家私生子，一直流放在外，不被陈家接纳。\n他穷困潦倒，为了给母亲赚钱治病，不得不与对他一见钟情的周棠虚意逢迎。\n只因周棠人傻钱多，对他如痴如迷。\n他病态冷漠的看着周棠对他越陷越深，他也以为他对她不会动情，然而周棠却像个小太阳，一遍遍的将他从泥泞中拉起。\n他也以为周棠会永久迷恋他，没想到他拒绝了她的表白，周棠却真的从他的世界彻底消失。\n这一次，陈宴终于知道，周棠也是个心狠的人，是真的可以这么干脆的不要他。\n再重逢，他已经是北城顶贵，她是被前男友骗得失心失家的人。\n他病态的想让周棠在他身边也吃尽苦痛，没想到他才是重蹈覆辙，越陷越深的那个，甚至丢盔弃甲，偏执到周棠对哪个人笑一下，他都能嫉妒发狂。\n\n简介二：\n周棠不顾一切的喜欢陈宴喜欢了三年，人尽皆知。\n那天晚上，周棠当着所有人的面表白陈宴，陈宴却当着所有人的面拒绝，牵着白月光走了。\n周棠心灰意冷，彻底和他断了联系。\n后来，北城人都知万盛集团的总裁陈宴爱惨了白月光女星苏意。\n周棠也一直这样认为。\n直到周棠分手，主动去用心讨好另外的男人时，陈宴终于坐不住了。
19230806408574304,霍爷，夫人又去天桥摆摊了,伊人为花,现代言情,已完结,264.7万,前世，秦阮深陷家族内斗，被人陷害至死，死不瞑目。\n重生归来，她手握孕单，扶着腰来到京城名门望族霍家门外。\n霍家嫡孙霍三爷，传闻他杀伐果断，冷艳高贵，喜怒无常，薄情寡义。\n三爷要娶妻了，对方是秦家找回来的私生女。\n此消息一出，满京城都炸开了锅！\n没人相信，一个私生女坐得稳霍家主母之位，所有人都等着他们离婚。\n秦阮凭借重生异能术，在天桥底下摆起了摊，搅得京城各大势力重新洗牌。\n霍家第四代金孙，更是从秦阮肚子里爬出来。\n她真实身份逐渐揭晓，一时间再无人小觑。\n一年又一年过去，秦阮跟霍三爷不仅没离婚，还日常撒狗粮。\n所有人都开始摔碗，这碗狗粮他们吃撑了！\n*\n小剧场：\n秦阮：“小哥，你命中犯桃花，近日恐有血光之灾。”\n知名影帝嗤之以鼻，转身离去。\n当晚，影帝满身狼狈，求到秦阮跟前：“秦小姐，救我！”\n秦阮：“这位老板，我看你黑气缠身，怕是命不久矣。”\n商界巨鳄闻言，气得差点掀翻她摊子。\n不过两日，大佬跪在秦阮身前，求大师救命！\n从此，业界新贵到世家名门望族，纷纷将秦阮奉为座上宾。
23020192109056404,快穿：千古风流人物,安离不失眠,科幻空间,连载中,88.61万,快穿，无cp。古来圣贤皆寂寞，大风起兮荪歌至。\n\n第一个位面：成为赵高后，始皇帝重生了\n\n第二个位面：成为李月圆后，我和李白双双顶流了\n\n第三个位面：成为高纬后，堂兄长恭杀疯了\n\n第四个位面：成为王氏后，继女清照上天了\n\n第五个位面：成为刘胜后，我和邓绥母慈子孝了\n\n第六个位面：成为范增后，项羽有了读心术\n\n第七个位面：成为伍封后，回望吴钩越剑\n\n第八个位面：成为吴贤妃后，景泰帝开发了新人设\n\n第九个位面：成为辛赞后，辛弃疾气吞万里壮志酬\n\n第十个位面：成为昌平君后，公子扶苏成团宠了
23880377409260404,重回1982小渔村,米饭的米,都市,连载中,379.9万,【这是一个海边人上山下海的日常小说！\n没有装逼打脸，只有上山下海的悠闲！\n年代文，日常，赶海，种田，养娃，家长里短，不喜勿入，勿喷！】\n叶耀东只是睡不着觉，想着去甲板上吹吹风，尿个尿，没想到掉海里回到了1982年。\n还是那个熟悉的小渔村，只是他已经不是年轻时候的他了。\n混账了半辈子，这回他想好好来过的，只是怎么一个个都不相信呢……\n上辈子没出息，这辈子他也没什么大理想大志向，只想挽回遗憾，跟老婆好好过日子，一家子平安喜乐就好。\n【说明一下，改笔名了，原来是叫“一杯冰柠檬水”，现在改为“米饭的米”】
20606344301275604,这游戏也太真实了,晨星LL,二次元,已完结,687.4万,这游戏也太真实了叭！\n搬砖、跑腿、捡垃圾、送快递……公司最多能让你体会到996的艰辛，在这里你能体会到超级加倍的007。\n好了，不废话了，伟大的管理者大人喊我去搬砖了。\n那位大人说了，只要我们努力献上自己的肝，下个月他又能换一套全新的动力甲，到时候带我们开全新的地图，去广阔的废土捡更多的垃圾！\n……\n穿越到废土世界的楚光发现，自己解锁了避难所系统，能够从平行世界召唤名为“玩家”的生物。\n从那天开始，整个废土都不正经了。
23816400001115004,千金有福,耳丰虫,古代言情,已完结,125.84万,神医魏若穿越书中女配，被人丢在乡下十年不闻不问，直到十三岁才被接回来。\n众人看她整日就只知道种花种草种粮食，便觉农妇无疑了。\n身为真假千金中的女配真千金，魏若既不想跟男主谈恋爱，也不想跟女主争宠，她一门心思地搞钱，搞钱，搞钱！\n当假千金还在担心魏若这个真千金的归来会影响到她的地位的时候，魏若已经默默攒下一个小金库了。\n当假千金还在想方设法吸引男主注意力的时候，魏若已经做了大财主了。\n要钱有钱要粮有粮，铺子开了一间又一间。\n后来她哥哥做了首辅，她老爹做了大将军，还有那个坐在龙椅上的，是她夫君。
24528376001820904,虐文女主从星际归来后飒爆了,九汐公子,现代言情,连载中,43.87万,温茸穿越到万年后的星际时代，才知道她是古早虐恋文中被白莲花陷害，被渣男送进监狱被迫捐肾，最后虐得连骨灰都不剩的虐文女主。\n穿成星际小公主后，她兢兢业业搞事业，终于加冕成为星际女王。\n然而登基那日，她又穿回来了！\n渣男说：“温茸，把你的肾捐给楚薇，就当是在赎罪。”\n白莲花说：“修寒哥哥爱的是我，他不会信你，你就把牢底坐穿吧。”\n温茸笑了。\n捐肾？赎罪？牢底坐穿？\n渣男虐我千百遍，我待他如初恋？\n不好意思，这虐恋剧本，本小姐不奉陪了！\n十天后，温茸出狱了。\n全网轰动！\n……\n出狱后，\n翻案洗白，温茸撕开白莲花真面目，将渣男、白莲花打包送进监狱。\n退圈创业，温茸盘活破产娱乐公司，改写父兄凄惨结局，带领全家走向巅峰。\n科研创新，解决病毒危机，带领太空舰队抵御外星文明入侵。\n……\n全网皆知温茸是个唱跳全废空有颜值的花瓶。\n采访时，她说她的征途是星辰大海。\n全网黑粉嘲笑：“小糊咖也配？”\n脑残粉们：“姐姐一定能星光闪耀!”\n后来，她坐着星舰穿梭在宇宙万千星辰之间，成为了蓝星守护神。\n把黑粉和粉丝都给整不会了。\n……\n江肆说：“温小公主，你守护蓝星，我守护你。”\n跨越万年光阴，护你一世安宁。
16060624005706304,他从地狱里来,顾南西,现代言情,已完结,143.12万,出版书名：既见君子\n有严重的共情障碍、轻微的述情障碍，趋近于0度负面p型人格，与罪犯只差了一条道德线。\n这是心理医生对戎黎的诊断。\n有人见过他满手是血的样子，有人见过他在枪林弹雨里抽烟的样子，也有人见过他漠然冰冷地踩着残肢断臂从火光里走来的样子。\n这些人都说，戎黎是个恶魔。\n但只有徐檀兮见过他因为夜盲而跌跌撞撞的样子，见过他发起床气的样子，见过他落地成盒后踢桌子的样子，见过他趴在她肩上要她亲他的样子。\n他说：“杳杳，如果你喜欢，我可以把枕头下的刀扔了，窝在祥云镇收一辈子的快递。”\n他说：“杳杳，别逃，你不管管我，我会下地狱的。”\n他抓着她的手，按在胸口：“我这里面是黑的，已经烂透了，你还要不要？”\n徐檀兮是个大家闺秀，不会说情话，就写了一封信，塞在亲手绣的荷包里送给他：“既见君子，云胡不喜。”\n就这样，谁也治不了的戎六爷收了人姑娘绣的荷包，还让那从来没有碰过纹身器材的姑娘在他心口纹了字。\n避雷：不是多重人格文，是前世今生文\n（围脖潇湘书院顾南西）
15956427005094404,首辅娇娘,偏方方,古代言情,已完结,344.07万,新文《将军，夫人喊你种田了》已开更。\n*\n本是侯府千金，却因出生时抱错沦为农家女。\n\n 好不容易长到如花似玉的年纪，却无人上门娶她。\n\n 说她容颜丑陋，天生痴傻，还是克父克母的小灾星？\n\n 可她半路捡来的夫君，是未来首辅。\n\n 她上山领养的小和尚，是六国神将。\n\n 就连随手救下的老太太，竟然也是当朝太后。\n\n 某男恶狠狠道：“娘子，谁敢欺负你，为夫把他办了！”\n\n 神将道：“姐姐，六国疆土，你想去哪里，我都打给你！”\n\n 太后道：“皇帝欺负娇娇了？等着！哀家这就去把他废了！”\n\n 【明明可以凭运气却偏要靠实力的霸王花女主】VS【深藏不露折翼少年男主】
28128944402150304,全豪门读心吃瓜，假千金又爆料啦,风吹墨洒,现代言情,连载中,45.95万,【读心术+吃瓜+团宠】\n假千金沈优觉醒后，绑定了缺德吃瓜系统，吃的第一口就是自己的瓜。\n她！恶毒女配！带领全家走上炮灰之路的老鼠屎！\n以为觉醒就万事大吉？\n呵呵，崩人设就得噶！\n为了活命，沈优兢兢业业地扮演着又蠢又茶的恶毒女配，不料众人都能听见她的心声。\n\n面对固执老爸：“爸爸喜欢吸烟，一定是有原因的，说不定吸烟有我不知道的好处呢。”\n\n【吸烟好啊，好就好在可以选择一块好地方安葬，早点赶去投胎。】\n\n面对心软老妈：“舅母带着表姐生活不容易，妈妈别赶她们走。”\n\n【呵呵，等她们把整个沈家搞得鸡犬不宁，想赶都赶不走。】\n\n面对霸总大哥：“大哥说得对，这个项目很有前景！”\n\n【真的勇士，敢于去做赔钱又吃官司的项目！】\n\n面对导演二哥：“这个女演员演技好，长得也很漂亮，简直就是为你这部电影而生的！”\n\n【演技好长得漂亮，到时候才方便诬陷你潜规则啊！】\n\n面对歌星三哥：“这首歌真好听，你的歌迷一定会喜欢的！”\n\n【敢发布这首歌，就等着陷入抄袭风波吧！】\n\n面对真千金姐姐：“我未婚夫喜欢的人是你，祝你们幸福。”\n\n【居心不良的狗男人！他配不上你，哒咩！】\n\n沈优坐等被疯狂打脸，最后却成了团宠。
26859281302304404,穿成年代文女首富的亲妹妹,吴千落,现代言情,连载中,36.86万,宋岁岁一朝穿越进了一本年代大女主文里，成了文中女主那花瓶长相，头脑简单，四肢发达的悍妇小妹。\n\n        看着自己身边美艳无双，聪明绝顶，还拥有金手指，未来富可敌国重生女首富姐姐。\n\n       她果断的抱紧了这根金光灿灿的金大腿，紧到女主踢都踢不开的那种……
24378158901798104,穿越八零一身恶名,八匹,现代言情,已完结,150.7万,穿到恶名昭彰身体里的季玲，解决原主欠下外债后，前有桃花债迫害，后有母亲要拿她换钱。\n一念之间，季玲为报恩，闪婚嫁给恩人的孙子——大龄老青年。\n婚后的日子，她用一句话总结：我与脸盲症老公鸡飞狗跳的生活日常。\n\n\n淦！！
14156142405054404,余生有你，甜又暖,囧囧有妖,现代言情,已完结,171.02万,"刚发现自己会被裴聿城的意识附身时，林烟是拒绝的。\n明明在酒吧蹦迪，一醒来，躺在了荒郊野岭。\n明明在家里打游戏，一醒来，站在了欧洲大街。\n明明在跟男神烛光晚餐，一醒来，站在了男洗手间。\n这日子没法过了！\n后来的林烟——\n“大佬求上身，帮我写个作业！”“大佬求上身,帮我考个试！”“大佬求上身，帮我追个男神！”“大佬,听说生孩子挺疼的，等日后我生孩子的时候，不如你……”\n裴聿城：“……”"
26489170501753204,走后门的飞升，那也是飞升！,缘.梦.,玄幻言情,连载中,113.66万,一次意外，让姜柚柠这条咸鱼被迫翻身\n\n人人都知道，修真界第一天才是个护妹狂魔，对别人最高的评价便是我妹妹觉得很好。\n\n修仙界人人都羡慕姜柚柠有一个打遍天下无敌手，还将她宠上天的哥哥。\n\n忽然有一天，他的哥哥突破最后一道界限，即将要飞升上界，所有人在羡慕的同时，想到没有哥哥庇护的姜柚柠即将迎来凄惨的日子而心中暗喜。\n\n谁知，还没等他们高兴多久，即将登上飞升天梯的姜子宁转身将姜柚柠抓到身边，带着一起飞升了，从此她成为了第一个走后门飞升的人。
27324316904654404,被全家读心后，假千金成了团宠,拔刀一笑,现代言情,连载中,80.16万,温颜看了一本书，书中和她同名的炮灰女配是个假千金，真千金归位后她为了留在豪门不惜给豪门大哥下药生米变熟饭，最后被沈家打回原形，绝望自杀。\n看到这个结局温颜气半死，咋的离了豪门就活不下去了，那豪门不是给了她一套豪宅和无数奢侈品吗，随便卖卖就有上千万了，真是烂泥扶不上墙！\n她要是书中那个温颜的话，早就退位让贤咸鱼躺了！\n结果一觉醒来，她真穿书了。说到做到，她再也不作了，连夜收拾行李，卖房卖车卖包找工作。\n-\n沈家全家发现温颜这个养女变了，她不仅乖乖搬出了沈家，甚至再也没有作过妖了。更诡异的是，他们竟然能看到她的心声！\n【爸、妈，不是我想鸠占鹊巢，而是真千金和你们的亲子鉴定有问题，她其实比我这个假千金还假呐】\n沈家父母：……然后失散多年的‘女儿’被查出假冒顶替，送局子喝茶去了。\n【大哥啊，你的那个校友不能用，他就是一商业间谍，是你们沈家死对头家的私生子】\n沈家大公子：……然后校友被查偷盗机密文件，送局子喝茶去了。\n【二哥啊，你是如此人间仙品，千万不能和秦家千金在一起，她只是在利用你，她喜欢的其实是别人】\n沈家二公子：……谢谢，这就去查\n【还有三哥四哥……】\n最后，谁也没想到沈家最上不得台面的养女竟被宠成了儿媳妇。
18725319301766404,柯南里的捡尸人,仙舟,二次元,连载中,503.22万,对主角的采访：\nQ1：请问您成为黑衣组织【王牌杀手】的秘诀是？\n江夏：“带上柯南去目标家里转一圈。”\n————\n《伪·莫里亚蒂的酒厂生涯》、《如何正确蹭到死神光环》\n……\n江夏吸了一口假烟，忧愁地吐出烟圈：\n“我只想蹭点案子捡捡尸，没想到把自己蹭成了反派眼中的‘犯罪策划师’。”\n“什么？主角为什么不抓我？”\n“……可能是因为在他们眼里，我是当代的高中生版福尔摩斯。”\n——————\n对柯学世界侦探们的采访：\nQ1：如何看待江夏。\n侦探们：“除了破案太快，没有其他缺点。”\n.\nQ2：同为侦探，为什么不联合江夏一起对抗黑衣组织？\n侦探们（匆忙摆手）：“不不不，不能告诉他，这些世界的暗面对他来说实在太沉重了。”\n———————\n【起点app，名侦探柯南同人】，有部分金田一案件
27742579402578604,全员读我心后，反派一家逆天改命,云灵兮,古代言情,连载中,56.94万,【读心术+团宠+炮灰逆袭+全家反派】\n\n云晚柠穿书了，成了书中恶毒女配凄惨又短命的炮灰妹妹。\n\n想着全家以后惨不忍睹的下场，云晚柠在心中哀嚎。\n\n【娘啊，你好心收留表妹，她却惦记我爹想做小，很快你就会被她害死~】\n\n【爹啊，你被女主设计，死后脑袋被挂在敌方城墙上暴晒，成为大武国的耻辱~】\n\n【姐姐是女主，却被抢夺气运沦为恶毒女配，后来被未婚夫厌弃，被女主的追求者折磨惨死~】\n\n【大哥端方君子，被好友背叛，落得眼瞎耳聋、流落街头跟狗抢食的下场~】\n\n【二哥妖孽奇才，一朝失忆，被女主捡到，成为女主的舔狗，帮她害死七叔跟心上人，最终，心上人死在了二哥怀中，二哥拔剑自刎。】\n\n【至于我嘛，我跟七叔一起被万箭穿心了啊！！！】\n\n后来，云晚柠惊奇的发现，全家人设都崩了。\n\n娘提前收拾表妹，爹也没被害死，姐姐嫁给了皇上、独宠后宫。\n\n大哥率先背刺好友，二哥跟心上人喜结同心，就连七叔也不是大反派，反而成了满京贵女竞相争夺的金龟婿，而她，被全家捧在掌心宠。\n\n云晚柠满头雾水，怎么全家反派逆天改命了？这剧情也崩的太离谱了啊？\n\n难道她穿了个假书？
17225226104605804,重生年代文孤女有空间,卢花花呀,现代言情,连载中,533.96万,花花新书《携带空间物资重生：小炮灰觉醒了》已发布，小可爱们快快过来围观呀！\n生活在二十三世纪的女孩卢筱筱在爷爷去世后，爹妈不管亲戚嫌弃，独自一人住在爷爷留给她的别墅里。突然发现爷爷留给自己的玉佩里有一个空间，喜欢看小说的她怕末世来临开始拼命囤物质，在钱花光打算休息喘口气的时候，一觉就重生到一个类似20世纪的地方，成为了同名同姓父母双亡的8岁小女孩卢筱筱身上。好在空间跟着一起来了，就算在这个陌生的时代自己也可以生活的很好（一对一宠文，男女主双洁，放心入坑）
26403952301802504,红楼之谁也不能打扰我的退休生活,雷的文,古代言情,连载中,137.6万,正准备享受退休生活的小学校长欧萌萌，因为意外穿进不熟的红楼书中，成为倒霉的贾母。\n抄家灭族被气死，这可不是她想要的退休生活！\n为了安享晚年，说不得她还要重操旧业，好好让这一家子的九漏鱼卷起来！\n说白了，就是一个教育工作者为了咸鱼躺，不得不在古代鸡娃的职业史。
25895096401527904,豪门后妈在娃综被崽崽反向贴贴,乔叮叮,现代言情,连载中,140.42万,黎漾刚穿书就碰上角色被黑。\n原身被爆出虐待儿童，为了澄清签约亲子综艺。\n然而女主光环太重，原身成了反面对照组。\n不仅澄清失败，还坐实罪名，最后狼狈退圈。\n穿书后的黎漾表示：不慌，摆烂。\n节目官宣黎漾带继女参加的那天，全网嘲笑，骂声一片。\n【黎漾能不能要点脸，都被捶烂了还想洗白？】\n【众所周知，后妈最毒，黎漾当后妈，剧毒！】\n【恶心，想拿温柔后妈的剧本忽悠观众？省省吧，谁不知道黎漾是个无恶不作的烂人】\n*\n四岁的幼幼意外穿越到七年前。\n单亲家庭的她意外发现爸爸居然有老婆！\n为了让爸爸一直有老婆，小小的她承受了这个年纪不该有的压力。\n每天挖空心思哄爸爸的老婆开心。\n*\n综艺开播，所有人都觉得黎漾要拿温柔后妈的人设时——\n其他组：嘉宾为照顾崽崽操碎了心。\n黎漾组：幼幼送给后妈大大的爱心。\n其他组：嘉宾为喂饱崽崽忙得焦头烂额。\n黎漾组：幼幼舍不得吃村民送的包子，一路捂在怀里带给后妈。\n其他组：嘉宾为安抚想玩游戏哭闹不止的崽崽精疲力尽。\n黎漾组：幼幼凑到正在玩游戏的后妈面前，奶声奶气地提醒：“要让眼睛休息一下喔！”\n观众们：？\n什么温柔后妈，明明是幸福后妈。\n全网无痛当妈，跪求幼幼同款崽崽。
18323006108500904,他的小祖宗甜又野,战西野,现代言情,已完结,241.16万,【已签约出版】【双强苏爽，甜宠无虐！】\n整个云州都知道，叶家多了个拖油瓶，宁璃。\n出身低微，不学无术。\n重生回来的宁璃看着镜子里十七岁的自己，微微一笑。\n这一年，她的容貌还没有被继弟摧毁，她的荣光还没有被继妹窃取，属于她的一切还没有被夺走。\n重来一次，有怨报怨，有仇报仇，想必是极有意思的。\n......\n宁璃被赶出叶家后。\n娱乐圈顶流绝美solo：姐姐，这舞台和我，都属于你。\n国际顶尖赛车手：谁欺负我们队长？\n顶奢集团继承人：亲爱的，我又给你挑了些小礼物，你看要不要再买套别墅放着？\n钱多到脑仁疼的老爷子：快回来继承家产！\n陆二少捏了捏她的脸，低声诱哄：且慢，小祖宗还是先跟我回家。\n......\n传闻陆二少姿容清绝，高岭之花。\n直到某日，有人看到陆二少书里掉下一张手绘，纸上少年短发遮眼，侧影清冷孤傲。\n一夜之间，全城沸腾！\n第二天，陆二少就被人堵了。\n刚巧路过的宁璃念及前世那一点情分，二话不说，上去把人全揍了。\n她拍拍他的肩：\n“不谢。”\n陆淮与看着眼前的小姑娘，不动声色的藏起了手里刚拿到的情书，笑了：\n“救命之恩，当以身相报。”\n很久以后，宁璃看着那张素描上的自己，沉默良久。\n“......误会大了......”
27789455104450204,啊？宫斗系统也能修仙,江山雀,仙侠奇缘,连载中,42.49万,渡星河穿越成了修仙团宠文里的工具人师姐。\n遇事她挡刀，好事全给小师妹。\n她浑身是血的回来，三个师兄只对师妹嘘寒问暖。   \n好在，女配也是有尊严的，她在穿越当天就激活了属于她的金手指。\n笑死，这工具人谁爱当谁当，她带着系统和九阳宗恩断义绝，今晚就走！\n下山途中，渡星河才发现，她绑定的叫宫斗无敌系统。\n看着新手大礼包里的暖情丹，她的沉默震耳欲聋。\n造孽啊！  \n……\n然而，暖情丹催迫经脉涌动，修炼事半功倍，谁说只能用到风月之事上？\n要孕育万年才破壳的仙兽废蛋，被她施以催产多胎Buff，挂名到自己的“玉牒”上，破壳即认主。\n偷偷在系统里把宗门徒弟全部认证成自己的干儿子，荫及子孙，回馈自身！  \n系统怒了：宿主你别太过分，谁家宫斗文主角有99+干儿子？\n她理直气壮，这是99+宝的正宗宫斗！\n岁月如梭，光阴似箭。  \n修真界所有叫得出名号的宗主、长老、年轻才俊，纷纷跪倒在渡星河面前。其中，也包括曾经弃她如敝履的众师兄。\n而渡星河看也未看他们一眼，负手而立，对系统笑说：\n“你看，他们追我火葬场了。”\n系统万分怨念地道：“是啊，谁让你是天道之下第一人呢？”
22244524601367604,月亮在怀里,囧囧有妖,现代言情,已完结,34.04万,退出国家队后，祁月投身农学专业。\n某次聚会上，有人起哄，谁射击游戏输了就要被祁月亲一下。\n看着试验田里扛着锄头不修边幅一脸泥巴正在种土豆的祁月，大家伙的脸都绿了。\n所有人争先恐后瞄准靶心生怕被罚。\n最后的结果是，A大男神顾淮抬起手，脱靶射了一个0环。\n第二次见面的时候，顾淮在击剑馆被恶意挑衅步步碾压。\n祁月看不下去被迫出手。\n第三次见面的时候，顾淮在路边无家可归。\n祁月为了帮他，花光了三个月的生活费。\n多年之后。\n祁月看着从家里翻出来的写着顾淮名字的世界射击记录证书、击剑冠军奖杯以及十几套房产证，陷入了沉思：“……”
28113513607324504,女配修改一个字，全员崩人设了,抓星星的羊,现代言情,连载中,54万,叶笑穿到好几本书综合的世界，成为了被找回的真千金。\n原以为要过好日子了。\n结果，叶家人全是反派！\n还好，她有一个金手指，可以修改剧情。\n大哥的未婚妻怀着别人的孩子，委曲求全嫁给了他，七年后，天才儿子找到亲爹，为了一家团聚，将他逼到自杀。\n这一次。\n女主泪眼朦胧地说：“我是真心喜欢你的。”\n直接加一个字。\n女主泪眼朦胧地说：“我是真心喜欢你的钱。”\n二哥是影帝男神，被清纯小花痴恋追求。结果，清纯小花背后的金主暴怒吃醋，下手毁了二哥。\n清纯小花柔弱弱弱地摔到二哥怀中。\n直接改一个字。\n清纯小花柔弱弱弱地蹦到二哥怀中。\n众人惊呆。三米的距离说蹦就蹦，奥运会欢迎你。\n三哥电竞男神，助理是个整天闯祸的傻白甜，后来闯出大祸，三哥发火赶走她，却被全天下说冷酷无情。\n傻白甜眨着大眼睛：“对不起，我真的不是故意的。”\n去掉一个字。\n傻白甜眨着大眼睛：“对不起。我真的是故意的。”\n叶笑自己就更惨了，被假千金和她的黄毛男友不停打脸，下场凄惨。\n这一次。\n男主拿着刀走到她面前。\n直接改成。\n男主拿着刀跪在她面前。\n先跪着好好忏悔吧！\n这剧情修改着修改着，全家反派的命运都改变了，而她，也成了超级团宠。
